Flight Mode  Waypoint Num.     GPS Second       Latitude      Longitude       Altitude
          0            225     1220405816      37.171246     128.471965          224.8
          0            225     1220405816      37.171246     128.471965          224.8
          0            225     1220405816      37.171246     128.471965          224.8
          0            225     1220405816      37.171246     128.471965          224.8
          0            225     1220405816      37.171246     128.471965          224.8
          0            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471965          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          224.9
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          2            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.0
          0            225     1220405816      37.171246     128.471964          225.1
          0            225     1220405816      37.171246     128.471964          225.1
          0            225     1220405816      37.171246     128.471964          225.1
          0            225     1220405816      37.171246     128.471964          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171246     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.1
          0            225     1220405816      37.171247     128.471965          225.0
          0            225     1220405816      37.171247     128.471965          225.0
          0            225     1220405816      37.171247     128.471965          225.0
          0            225     1220405816      37.171247     128.471965          225.0
          0            225     1220405816      37.171247     128.471965          225.0
