Flight Mode  Waypoint Num.     GPS Second       Latitude      Longitude       Altitude
          0              0     1220405857        37.1712        128.472        225.519
          0              0     1220405858        37.1712        128.472        225.519
          0              0     1220405858        37.1712        128.472        225.484
          0              0     1220405859        37.1712        128.472        225.484
          0              0     1220405859        37.1712        128.472        225.484
          0              0     1220405860        37.1712        128.472        225.484
          0              0     1220405860        37.1712        128.472        225.088
          0              0     1220405861        37.1712        128.472        225.111
          0              0     1220405861        37.1712        128.472        225.111
          0              0     1220405862        37.1712        128.472        225.111
          0              0     1220405862        37.1712        128.472         225.34
          0              0     1220405863        37.1712        128.472         225.34
          0              0     1220405864        37.1712        128.472         225.34
          0              0     1220405864        37.1712        128.472        225.352
          0              0     1220405865        37.1712        128.472        225.352
          0              0     1220405865        37.1712        128.472        225.352
          0              0     1220405865        37.1712        128.472        225.352
          0              0     1220405866        37.1712        128.472        225.352
          0              0     1220405866        37.1712        128.472        225.352
          0              0     1220405866        37.1712        128.472        225.275
          0              0     1220405867        37.1712        128.472        225.275
          0              0     1220405867        37.1712        128.472        225.232
          0              0     1220405867        37.1712        128.472        225.297
          0              0     1220405868        37.1712        128.472        225.297
          0              0     1220405868        37.1712        128.472        225.419
          0              0     1220405869        37.1712        128.472        225.419
          0              0     1220405869        37.1712        128.472        225.402
          0              0     1220405870        37.1712        128.472        225.402
          0              0     1220405871        37.1712        128.472        225.402
          0              0     1220405872        37.1712        128.472        225.402
          0              0     1220405872        37.1712        128.472        224.013
          0              0     1220405873        37.1712        128.472        224.013
          0              0     1220405873        37.1712        128.472        224.013
          0              0     1220405873        37.1712        128.472        224.018
          0              0     1220405874        37.1712        128.472        224.018
          0              0     1220405874        37.1712        128.472        224.124
          0              0     1220405875        37.1712        128.472        224.124
          0              0     1220405875        37.1712        128.472        224.124
          0              0     1220405876        37.1712        128.472        224.124
          0              0     1220405876        37.1712        128.472        224.245
          0              0     1220405877        37.1712        128.472        224.245
          0              0     1220405877        37.1712        128.472        224.164
          0              0     1220405878        37.1712        128.472        224.164
          0              0     1220405878        37.1712        128.472        224.135
          0              0     1220405879        37.1712        128.472        224.135
          0              0     1220405879        37.1712        128.472        224.176
          0              0     1220405880        37.1712        128.472        224.176
          0              0     1220405880        37.1712        128.472        224.168
          0              0     1220405881        37.1712        128.472        224.168
          0              0     1220405881        37.1712        128.472        224.168
          0              0     1220405883        37.1712        128.472        224.168
          0              0     1220405884        37.1712        128.472        224.168
          0              0     1220405884        37.1712        128.472        224.168
          0              0     1220405884        37.1712        128.472        223.921
          0              0     1220405885        37.1712        128.472        223.921
          0              0     1220405885        37.1712        128.472        223.921
          0              0     1220405886        37.1712        128.472        223.921
          0              0     1220405886        37.1712        128.472        223.921
          0              0     1220405886        37.1712        128.472        224.147
          0              0     1220405887        37.1712        128.472        224.147
          0              0     1220405887        37.1712        128.472        224.147
          0              0     1220405887        37.1712        128.472        224.147
          0              0     1220405887        37.1712        128.472        224.177
          0              0     1220405888        37.1712        128.472         224.18
          0              0     1220405888        37.1712        128.472         224.18
          0              0     1220405889        37.1712        128.472         224.18
          0              0     1220405889        37.1712        128.472        224.141
          0              0     1220405890        37.1712        128.472        224.141
          0              0     1220405890        37.1712        128.472         224.29
          0              0     1220405891        37.1712        128.472         224.29
          0              0     1220405892        37.1712        128.472         224.29
          0              0     1220405892        37.1712        128.472        224.319
          0              0     1220405893        37.1712        128.472        224.319
          0              0     1220405894        37.1712        128.472        224.319
          0              0     1220405894        37.1712        128.472        224.147
          0              0     1220405895        37.1712        128.472        224.147
          0              0     1220405896        37.1712        128.472        224.147
          0              0     1220405896        37.1712        128.472        224.211
          0              0     1220405898        37.1712        128.472        224.257
          0              0     1220405898        37.1712        128.472        224.257
          0              0     1220405899        37.1712        128.472        224.257
          0              0     1220405900        37.1712        128.472        224.257
          0              0     1220405901        37.1712        128.472        224.257
          0              0     1220405901        37.1712        128.472        224.257
          0              0     1220405902        37.1712        128.472        224.257
          0              0     1220405903        37.1712        128.472        224.257
          0              0     1220405903        37.1712        128.472        224.257
          0              0     1220405903        37.1712        128.472        224.299
          0              0     1220405904        37.1712        128.472        224.299
          0              0     1220405904        37.1712        128.472        224.299
          0              0     1220405905        37.1712        128.472        224.299
          0              0     1220405905        37.1712        128.472        224.299
          0              0     1220405906        37.1712        128.472        224.299
          0              0     1220405906        37.1712        128.472        224.267
          0              0     1220405907        37.1712        128.472        224.267
          0              0     1220405907        37.1712        128.472        224.274
          0              0     1220405908        37.1712        128.472        224.274
          0              0     1220405908        37.1712        128.472        224.274
          0              0     1220405909        37.1712        128.472        224.274
          0              0     1220405909        37.1712        128.472        224.274
          0              0     1220405910        37.1712        128.472        224.274
          0              0     1220405910        37.1712        128.472        224.183
          0              0     1220405911        37.1712        128.472        224.183
          0              0     1220405911        37.1712        128.472        224.183
          0              0     1220405911        37.1712        128.472        224.183
          0              0     1220405911        37.1712        128.472        224.183
          0              0     1220405912        37.1712        128.472        224.183
          0              0     1220405912        37.1712        128.472        224.045
          0              0     1220405913        37.1712        128.472        224.045
          0              0     1220405913        37.1712        128.472        224.045
          0              0     1220405913        37.1712        128.472        224.216
          0              0     1220405914        37.1712        128.472        224.216
          0              0     1220405914        37.1712        128.472        224.183
          0              0     1220405914        37.1712        128.472        224.146
          0              0     1220405915        37.1712        128.472        224.146
          0              0     1220405915        37.1712        128.472        224.141
          0              0     1220405916        37.1712        128.472        224.141
          0              0     1220405916        37.1712        128.472        224.141
          0              0     1220405917        37.1712        128.472        224.141
          0              0     1220405917        37.1712        128.472        224.342
          0              0     1220405918        37.1712        128.472        224.342
          0              0     1220405918        37.1712        128.472        224.352
          0              0     1220405919        37.1712        128.472        224.352
          0              0     1220405920        37.1712        128.472        224.395
          0              0     1220405920        37.1712        128.472        224.395
          0              0     1220405920        37.1712        128.472        224.374
          0              0     1220405921        37.1712        128.472        224.374
          0              0     1220405921        37.1712        128.472        224.374
          0              0     1220405922        37.1712        128.472        224.374
          0              0     1220405922        37.1712        128.472        224.433
          0              0     1220405923        37.1712        128.472        224.433
          1              0     1220405923        37.1712        128.472        224.583
          1              0     1220405924        37.1712        128.472        224.583
          1              0     1220405925        37.1712        128.472        224.583
          1              0     1220405925        37.1712        128.472        224.583
          1              0     1220405926        37.1712        128.472        224.583
          1              0     1220405927        37.1712        128.472        224.583
          0              0     1220405927        37.1712        128.472        223.986
          0              0     1220405933        37.1712        128.472        223.986
          0              0     1220405933        37.1712        128.472        223.808
          0              0     1220405934        37.1712        128.472        223.808
          0              0     1220405934        37.1712        128.472        223.834
          0              0     1220405935        37.1712        128.472        223.834
          0              0     1220405935        37.1712        128.472        224.058
          0              0     1220405936        37.1712        128.472        224.058
          0              0     1220405936        37.1712        128.472        224.271
          0              0     1220405937        37.1712        128.472        224.271
          0              0     1220405937        37.1712        128.472        224.249
          0              0     1220405938        37.1712        128.472        224.249
          0              0     1220405938        37.1712        128.472        224.488
          0              0     1220405939        37.1712        128.472        224.488
          0              0     1220405939        37.1712        128.472        224.423
          0              0     1220405940        37.1712        128.472        224.423
          0              0     1220405940        37.1712        128.472        224.444
          0              0     1220405941        37.1712        128.472        224.444
          0              0     1220405941        37.1712        128.472        224.392
          0              0     1220405942        37.1712        128.472        224.392
          0              0     1220405942        37.1712        128.472        224.371
          0              0     1220405943        37.1712        128.472        224.376
          0              0     1220405943        37.1712        128.472        224.376
          0              0     1220405944        37.1712        128.472        224.376
          0              0     1220405945        37.1712        128.472        224.376
          0              0     1220405946        37.1712        128.472        224.376
          0              0     1220405947        37.1712        128.472        224.376
          0              0     1220405948        37.1712        128.472        224.376
          0              0     1220405948        37.1712        128.472        224.453
          0              0     1220405949        37.1712        128.472        224.429
          0              0     1220405949        37.1712        128.472        224.429
          0              0     1220405950        37.1712        128.472        224.429
          0              0     1220405951        37.1712        128.472        224.429
          0              0     1220405952        37.1712        128.472        224.429
          0              0     1220405952        37.1712        128.472        224.429
          0              0     1220405953        37.1712        128.472        224.429
          0              0     1220405953        37.1712        128.472        224.567
          0              0     1220405954        37.1712        128.472        224.567
          0              0     1220405954        37.1712        128.472        224.616
          0              0     1220405955        37.1712        128.472        224.616
          0              0     1220405955        37.1712        128.472         224.68
          0              0     1220405956        37.1712        128.472         224.68
          0              0     1220405956        37.1712        128.472        224.708
          0              0     1220405957        37.1712        128.472        224.708
          0              0     1220405957        37.1712        128.472         224.72
          0              0     1220405958        37.1712        128.472         224.72
          0              0     1220405958        37.1712        128.472        224.647
          0              0     1220405959        37.1712        128.472        224.647
          0              0     1220405959        37.1712        128.472        224.545
          0              0     1220405960        37.1712        128.472        224.545
          0              0     1220405960        37.1712        128.472        224.542
          0              0     1220405961        37.1712        128.472        224.542
          0              0     1220405961        37.1712        128.472        224.581
          0              0     1220405962        37.1712        128.472        224.581
          0              0     1220405962        37.1712        128.472        224.567
          0              0     1220405963        37.1712        128.472        224.567
          0              0     1220405963        37.1712        128.472        224.567
          0              0     1220405963        37.1712        128.472        224.532
          0              0     1220405964        37.1712        128.472        224.532
          0              0     1220405964        37.1712        128.472         224.55
          0              0     1220405965        37.1712        128.472         224.55
          0              0     1220405965        37.1712        128.472        224.645
          0              0     1220405966        37.1712        128.472        224.645
          0              0     1220405966        37.1712        128.472        224.645
          0              0     1220405967        37.1712        128.472        224.645
          0              0     1220405967        37.1712        128.472        224.713
          0              0     1220405968        37.1712        128.472        224.713
          0              0     1220405968        37.1712        128.472        224.713
          0              0     1220405969        37.1712        128.472        224.713
          0              0     1220405969        37.1712        128.472        224.673
          0              0     1220405970        37.1712        128.472        224.673
          0              0     1220405971        37.1712        128.472        224.673
          0              0     1220405972        37.1712        128.472        224.652
          0              0     1220405972        37.1712        128.472        224.652
          0              0     1220405973        37.1712        128.472        224.652
          0              0     1220405973        37.1712        128.472        224.676
          0              0     1220405974        37.1712        128.472        224.676
          0              0     1220405974        37.1712        128.472        224.676
          0              0     1220405975        37.1712        128.472        224.676
          0              0     1220405975        37.1712        128.472        224.676
          0              0     1220405976        37.1712        128.472        224.676
          0              0     1220405976        37.1712        128.472        224.581
          0              0     1220405977        37.1712        128.472        224.581
          0              0     1220405978        37.1712        128.472        224.581
          0              0     1220405979        37.1712        128.472        224.581
          0              0     1220405979        37.1712        128.472          224.5
          0              0     1220405980        37.1712        128.472          224.5
          0              0     1220405981        37.1712        128.472          224.5
          0              0     1220405981        37.1712        128.472          224.5
          0              0     1220405981        37.1712        128.472        224.469
          0              0     1220405982        37.1712        128.472        224.469
          0              0     1220405982        37.1712        128.472        224.619
          0              0     1220405983        37.1712        128.472        224.619
          0              0     1220405983        37.1712        128.472          224.7
          0              0     1220405984        37.1712        128.472          224.7
          0              0     1220405984        37.1712        128.472        224.691
          0              0     1220405984        37.1712        128.472          224.7
          0              0     1220405985        37.1712        128.472          224.7
          0              0     1220405986        37.1712        128.472          224.7
          0              0     1220405986        37.1712        128.472          224.7
          0              0     1220405987        37.1712        128.472          224.7
          0              0     1220405987        37.1712        128.472        224.556
          0              0     1220405987        37.1712        128.472        224.588
          0              0     1220405988        37.1712        128.472        224.588
          0              0     1220405988        37.1712        128.472        224.594
          0              0     1220405989        37.1712        128.472        224.594
          0              0     1220405990        37.1712        128.472        224.485
          0              0     1220405991        37.1712        128.472        224.449
          0              0     1220405991        37.1712        128.472        224.449
          0              0     1220405992        37.1712        128.472        224.449
          0              0     1220405993        37.1712        128.472        224.426
          0              0     1220405993        37.1712        128.472        224.426
          0              0     1220405993        37.1712        128.472        224.468
          0              0     1220405994        37.1712        128.472        224.468
          0              0     1220405995        37.1712        128.472        224.468
          0              0     1220405995        37.1712        128.472        224.498
          0              0     1220405996        37.1712        128.472        224.498
          0              0     1220405996        37.1712        128.472        224.498
          0              0     1220405997        37.1712        128.472        224.498
          0              0     1220405998        37.1712        128.472        224.498
          0              0     1220405998        37.1712        128.472        224.498
          0              0     1220405999        37.1712        128.472        224.498
          0              0     1220405999        37.1712        128.472        224.498
          0              0     1220406000        37.1712        128.472        224.498
          0              0     1220406000        37.1712        128.472        224.497
          0              0     1220406001        37.1712        128.472        224.497
          0              0     1220406001        37.1712        128.472        224.497
          0              0     1220406001        37.1712        128.472        224.497
          0              0     1220406001        37.1712        128.472        224.419
          0              0     1220406002        37.1712        128.472        224.419
          0              0     1220406002        37.1712        128.472         224.35
          0              0     1220406003        37.1712        128.472         224.35
          0              0     1220406003        37.1712        128.472        224.586
          0              0     1220406004        37.1712        128.472        224.586
          0              0     1220406004        37.1712        128.472        224.752
          0              0     1220406004        37.1712        128.472        224.766
          0              0     1220406005        37.1712        128.472        224.766
          0              0     1220406006        37.1712        128.472        224.583
          0              0     1220406006        37.1712        128.472        224.583
          0              0     1220406007        37.1712        128.472        224.583
          0              0     1220406008        37.1712        128.472        224.583
          0              0     1220406008        37.1712        128.472        224.583
          0              0     1220406008        37.1712        128.472        224.583
          0              0     1220406009        37.1712        128.472        224.583
          0              0     1220406010        37.1712        128.472        224.583
          0              0     1220406010        37.1712        128.472        224.758
          0              0     1220406010        37.1712        128.472        224.747
          0              0     1220406011        37.1712        128.472        224.747
          0              0     1220406011        37.1712        128.472        224.707
          0              0     1220406012        37.1712        128.472        224.707
          0              0     1220406012        37.1712        128.472        224.625
          0              0     1220406013        37.1712        128.472        224.625
          0              0     1220406013        37.1712        128.472        224.578
          0              0     1220406014        37.1712        128.472        224.578
          0              0     1220406014        37.1712        128.472        224.578
          0              0     1220406015        37.1712        128.472        224.578
          0              0     1220406015        37.1712        128.472        224.918
          0              0     1220406016        37.1712        128.472        224.918
          0              0     1220406016        37.1712        128.472        224.979
          0              0     1220406017        37.1712        128.472        224.979
          0              0     1220406017        37.1712        128.472        224.986
          0              0     1220406018        37.1712        128.472        224.986
          0              0     1220406018        37.1712        128.472        225.047
          0              0     1220406019        37.1712        128.472        225.047
          0              0     1220406019        37.1712        128.472        225.047
          0              0     1220406020        37.1712        128.472        225.047
          0              0     1220406020        37.1712        128.472        225.339
          0              0     1220406021        37.1712        128.472        225.339
          0              0     1220406021        37.1712        128.472        225.339
          0              0     1220406022        37.1712        128.472        225.339
          0              0     1220406022        37.1712        128.472        225.339
          0              0     1220406023        37.1712        128.472        225.339
          0              0     1220406023        37.1712        128.472        225.339
          0              0     1220406023        37.1712        128.472        224.983
          0              0     1220406024        37.1712        128.472        224.983
          0              0     1220406024        37.1712        128.472        224.956
          0              0     1220406025        37.1712        128.472        224.956
          0              0     1220406025        37.1712        128.472        224.949
          0              0     1220406026        37.1712        128.472        224.949
          0              0     1220406026        37.1712        128.472        224.949
          0              0     1220406027        37.1712        128.472        224.949
          0              0     1220406027        37.1712        128.472        224.844
          0              0     1220406027        37.1712        128.472        224.797
          0              0     1220406028        37.1712        128.472        224.797
          0              0     1220406028        37.1712        128.472        224.761
          0              0     1220406029        37.1712        128.472        224.745
          0              0     1220406029        37.1712        128.472        224.745
          0              0     1220406030        37.1712        128.472        224.745
          0              0     1220406030        37.1712        128.472        224.655
          0              0     1220406031        37.1712        128.472        224.655
          0              0     1220406031        37.1712        128.472        224.652
          0              0     1220406032        37.1712        128.472        224.652
          0              0     1220406033        37.1712        128.472        224.652
          0              0     1220406034        37.1712        128.472        224.652
          0              0     1220406035        37.1712        128.472        224.652
          0              0     1220406036        37.1712        128.472        224.652
          0              0     1220406037        37.1712        128.472        224.652
          0              0     1220406037        37.1712        128.472        224.616
          0              0     1220406038        37.1712        128.472        224.616
          0              0     1220406038        37.1712        128.472        224.757
          0              0     1220406039        37.1712        128.472        224.757
          0              0     1220406039        37.1712        128.472        224.757
          0              0     1220406039        37.1712        128.472        224.757
          0              0     1220406039        37.1712        128.472        224.757
          0              0     1220406040        37.1712        128.472        224.757
          0              0     1220406040        37.1712        128.472         224.69
          0              0     1220406041        37.1712        128.472         224.69
          0              0     1220406041        37.1712        128.472        224.831
          0              0     1220406042        37.1712        128.472        224.831
          0              0     1220406043        37.1712        128.472        224.703
          0              0     1220406043        37.1712        128.472        224.703
          0              0     1220406043        37.1712        128.472        224.543
          0              0     1220406044        37.1712        128.472        224.543
          0              0     1220406044        37.1712        128.472        224.542
          0              0     1220406045        37.1712        128.472        224.542
          0              0     1220406045        37.1712        128.472        224.559
          0              0     1220406046        37.1712        128.472        224.559
          0              0     1220406046        37.1712        128.472        224.588
          0              0     1220406047        37.1712        128.472        224.588
          0              0     1220406047        37.1712        128.472        224.605
          0              0     1220406048        37.1712        128.472        224.605
          0              0     1220406048        37.1712        128.472        224.629
          0              0     1220406049        37.1712        128.472        224.629
          0              0     1220406050        37.1712        128.472        224.629
          0              0     1220406051        37.1712        128.472        224.629
          0              0     1220406052        37.1712        128.472          224.9
          0              0     1220406052        37.1712        128.472          224.9
          0              0     1220406053        37.1712        128.472          224.9
          0              0     1220406053        37.1712        128.472        225.021
          0              0     1220406054        37.1712        128.472        225.021
          1              0     1220406054        37.1712        128.472        225.051
          1              0     1220406055        37.1712        128.472        225.051
          1              0     1220406055        37.1712        128.472        226.749
          1              0     1220406056        37.1712        128.472        226.749
          1              0     1220406057        37.1712        128.472        226.749
          1              0     1220406057        37.1712        128.472        230.656
          1              0     1220406058        37.1712        128.472        230.656
          1              0     1220406058        37.1712        128.472        230.656
          1              0     1220406059        37.1712        128.472        230.656
          1              0     1220406059        37.1712        128.472        235.609
          1              0     1220406060        37.1712        128.472        235.609
          1              0     1220406060        37.1712        128.472        238.625
          1              0     1220406061        37.1712        128.472        238.625
          1              0     1220406061        37.1712        128.472        241.607
          1              0     1220406062        37.1712        128.472        241.607
          1              0     1220406063        37.1712        128.472        244.713
          1              0     1220406063        37.1712        128.472        244.713
          1              0     1220406063        37.1712        128.472        247.864
          1              0     1220406064        37.1712        128.472        247.864
          1              0     1220406064        37.1712        128.472        247.864
          1              0     1220406065        37.1712        128.472        247.864
          1              0     1220406065        37.1712        128.472         253.63
          1              0     1220406066        37.1712        128.472         253.63
          1              0     1220406066        37.1712        128.472         253.63
          1              0     1220406067        37.1712        128.472         253.63
          1              0     1220406068        37.1712        128.472         253.63
          1              0     1220406069        37.1712        128.472         253.63
          1              2     1220406069        37.1712        128.472        254.831
          1              2     1220406070        37.1712        128.472        254.831
          1              2     1220406071        37.1712        128.472        254.831
          1              2     1220406071        37.1712        128.472        254.699
          1              2     1220406071        37.1712        128.472        254.662
          1              2     1220406072        37.1712        128.472        254.662
          1              2     1220406072        37.1712        128.472        254.655
          1              2     1220406073        37.1712        128.472        254.655
          1              2     1220406073        37.1712        128.472        254.744
          1              2     1220406073        37.1712        128.472        254.825
          1              2     1220406074        37.1712        128.472        254.825
          1              2     1220406075        37.1712        128.472        254.825
          1              2     1220406076        37.1712        128.472        254.825
          1              2     1220406076        37.1713        128.472        254.748
          1              2     1220406077        37.1713        128.472        254.748
          1              2     1220406077        37.1713        128.472        254.818
          1              2     1220406078        37.1713        128.472        254.818
          1              2     1220406078        37.1713        128.472        254.795
          1              2     1220406079        37.1713        128.472        254.795
          1              2     1220406079        37.1713        128.472        254.829
          1              2     1220406080        37.1713        128.472        254.829
          1              2     1220406080        37.1713        128.472        254.851
          1              2     1220406081        37.1713        128.472        254.851
          1              3     1220406081        37.1714        128.472        254.829
          1              3     1220406082        37.1714        128.472        254.829
          1              3     1220406083        37.1714        128.472        254.829
          1              3     1220406084        37.1714        128.472        254.829
          1              3     1220406084        37.1714        128.472        254.829
          1              3     1220406085        37.1714        128.472        254.829
          1              3     1220406086        37.1714        128.472        254.829
          1              3     1220406087        37.1714        128.472        254.829
          1              3     1220406088        37.1714        128.472        254.829
          1              3     1220406088        37.1714        128.472        254.829
          1              3     1220406089        37.1714        128.472        254.829
          1              4     1220406089        37.1713        128.471        254.855
          1              4     1220406090        37.1713        128.471        254.855
          1              4     1220406090        37.1713        128.471        254.855
          1              4     1220406090        37.1713        128.471        254.794
          1              4     1220406091        37.1713        128.471        254.794
          1              4     1220406091        37.1713        128.471        254.678
          1              4     1220406092        37.1713        128.471        254.678
          1              5     1220406092        37.1713        128.471        254.627
          1              5     1220406093        37.1713        128.471        254.627
          1              5     1220406094        37.1713        128.471        254.627
          1              5     1220406095        37.1713        128.471        254.627
          1              5     1220406095        37.1712        128.471        254.603
          1              5     1220406096        37.1712        128.471        254.603
          1              5     1220406096        37.1712        128.471        254.684
          1              5     1220406097        37.1712        128.471        254.684
          1              5     1220406097        37.1712        128.471        254.758
          1              5     1220406098        37.1712        128.471        254.758
          1              5     1220406098        37.1712        128.471        254.727
          1              5     1220406099        37.1712        128.471        254.727
          1              5     1220406100        37.1711        128.471        254.685
          1              5     1220406100        37.1711        128.471        254.685
          1              5     1220406100        37.1711        128.471          254.7
          1              5     1220406100        37.1711        128.471        254.713
          1              5     1220406101        37.1711        128.471        254.713
          1              5     1220406102        37.1711        128.471        254.667
          1              5     1220406102        37.1711        128.471        254.667
          1              5     1220406102        37.1711        128.471        254.667
          1              5     1220406102        37.1711        128.471        254.667
          1              5     1220406102        37.1711        128.471        254.667
          1              5     1220406103        37.1711        128.471        254.667
          1              5     1220406104        37.1711        128.471        254.667
          1              6     1220406104         37.171        128.471        254.262
          1              6     1220406105         37.171        128.471        254.262
          1              6     1220406106         37.171        128.471        254.262
          1              6     1220406107         37.171        128.471        254.262
          1              6     1220406108         37.171        128.471        254.262
          1              6     1220406108         37.171        128.471        254.291
          1              6     1220406109         37.171        128.471        254.291
          1              6     1220406109         37.171        128.471        254.324
          1              6     1220406110         37.171        128.471        254.324
          1              6     1220406110         37.171        128.471         254.33
          1              6     1220406111         37.171        128.471         254.33
          1              6     1220406111         37.171        128.471         254.33
          1              6     1220406112         37.171        128.471         254.33
          1              7     1220406112         37.171        128.471        254.355
          1              7     1220406113         37.171        128.471        254.355
          1              7     1220406113         37.171        128.471        254.383
          1              7     1220406114         37.171        128.471        254.383
          1              7     1220406114         37.171        128.471        254.387
          1              7     1220406115         37.171        128.471        254.387
          1              7     1220406116         37.171        128.471        254.387
          1              7     1220406116         37.171        128.471        254.387
          1              7     1220406116         37.171        128.471        254.685
          1              7     1220406117         37.171        128.471        254.685
          1              7     1220406117         37.171        128.471        254.685
          1              7     1220406117         37.171        128.471        254.675
          1              7     1220406118         37.171        128.471        254.675
          1              7     1220406119        37.1709        128.471        254.646
          1              7     1220406119        37.1709        128.471        254.646
          1              7     1220406119        37.1709        128.471        254.632
          1              7     1220406120        37.1709        128.471        254.632
          1              7     1220406120        37.1709        128.471        254.592
          1              7     1220406121        37.1709        128.471        254.592
          1              7     1220406122        37.1709        128.471        254.592
          1              7     1220406123        37.1709        128.471        254.592
          1              7     1220406123        37.1708        128.471        254.589
          1              7     1220406124        37.1708        128.471        254.589
          1              7     1220406125        37.1708        128.471        254.589
          1              7     1220406126        37.1708        128.471        254.589
          1              8     1220406126        37.1707        128.471        254.501
          1              8     1220406127        37.1707        128.471        254.501
          1              8     1220406127        37.1707        128.471        254.501
          1              8     1220406127        37.1707        128.471        254.527
          1              8     1220406128        37.1707        128.471        254.527
          1              8     1220406128        37.1707        128.471        254.588
          1              8     1220406129        37.1707        128.471        254.588
          1              8     1220406129        37.1707        128.471        254.605
          1              8     1220406129        37.1707        128.471        254.603
          1              8     1220406130        37.1707        128.471        254.603
          1              8     1220406131        37.1707        128.471        254.603
          1              8     1220406131        37.1707        128.472        254.604
          1              8     1220406132        37.1707        128.472        254.604
          1              8     1220406133        37.1707        128.472        254.604
          1              9     1220406133        37.1707        128.472        254.509
          1              9     1220406134        37.1707        128.472        254.509
          1              9     1220406134        37.1707        128.472        254.509
          1              9     1220406135        37.1707        128.472        254.509
          1              9     1220406135        37.1707        128.472        254.542
          1              9     1220406136        37.1707        128.472        254.542
          1              9     1220406137        37.1707        128.472        254.542
          1              9     1220406137        37.1707        128.472        254.559
          1              9     1220406138        37.1707        128.472        254.559
          1              9     1220406138        37.1707        128.472        254.559
          1              9     1220406138        37.1707        128.472        254.599
          1              9     1220406139        37.1707        128.472        254.599
          1             10     1220406139        37.1708        128.472        254.572
          1             10     1220406140        37.1708        128.472        254.572
          1             10     1220406140        37.1708        128.472         254.53
          1             10     1220406141        37.1708        128.472         254.53
          1             10     1220406141        37.1708        128.472        254.501
          1             10     1220406142        37.1708        128.472        254.501
          1             10     1220406145        37.1708        128.472        254.501
          1             10     1220406145        37.1709        128.472        254.498
          1             10     1220406146        37.1709        128.472        254.462
          1             10     1220406146        37.1709        128.472        254.462
          1             10     1220406146        37.1709        128.472        254.471
          1             10     1220406147        37.1709        128.472         254.45
          1             10     1220406148        37.1709        128.472         254.45
          1             10     1220406148         37.171        128.472        254.445
          1             10     1220406148         37.171        128.472        254.476
          1             10     1220406149         37.171        128.472        254.476
          1             10     1220406150         37.171        128.472        254.476
          1             10     1220406150         37.171        128.472        254.545
          1             10     1220406151         37.171        128.472        254.545
          1             11     1220406151         37.171        128.472        254.504
          1             11     1220406152         37.171        128.472        254.504
          1             11     1220406152         37.171        128.472        253.485
          1             11     1220406153         37.171        128.472        253.485
          1             11     1220406153         37.171        128.472        252.779
          1             11     1220406154         37.171        128.472        252.779
          1             11     1220406154         37.171        128.472          252.1
          1             11     1220406155         37.171        128.472          252.1
          1             11     1220406155         37.171        128.472        251.514
          1             11     1220406156         37.171        128.472        251.514
          1             11     1220406156         37.171        128.472         250.86
          1             11     1220406157         37.171        128.472         250.86
          1             11     1220406157         37.171        128.472         250.86
          1             11     1220406157         37.171        128.472         250.86
          1             11     1220406158         37.171        128.472         250.86
          1             11     1220406158         37.171        128.472        249.396
          1             11     1220406159         37.171        128.472        249.396
          1             11     1220406159         37.171        128.472        248.636
          1             11     1220406160         37.171        128.472        248.636
